	GSM5016874	GSM5016875	GSM5016876	GSM5016877	GSM5016879	GSM5016880	GSM5016881	GSM5016882	GSM5016884	GSM5016885	GSM5016886	GSM5016887	GSM5016888	GSM5016889	GSM5016890	GSM5016891	GSM5016892	GSM5016893	GSM5016894	GSM5016895	GSM5016896	GSM5016897	GSM5016898	GSM5016899	GSM5016900	GSM5016901	GSM5016902	GSM5016903	GSM5016904	GSM5016905	GSM5016906	GSM5016907	GSM5016908	GSM5016910	GSM5016911	GSM5016912	GSM5016913	GSM5016914	GSM5016915	GSM5016916	GSM5016917	GSM5016918	GSM5016919	GSM5016920	GSM5016921	GSM5016922	GSM5016923	GSM5016924	GSM5016925	GSM5016926	GSM5016927	GSM5016928	GSM5016929	GSM5016930	GSM5016933	GSM5016934	GSM5016935	GSM5016936
CD8+ Tcm	470.455382219791	391.775392962917	913.045879832544	580.986070273779	396.817872814829	374.369376223511	597.950284103798	471.442726711784	635.573923392411	1245.62401569226	505.869218469538	591.289047306256	561.436938916392	336.497195213113	403.745235657237	678.865016074126	441.960634924198	529.637784763846	576.628694028768	784.979621132862	692.462308225282	387.446376258971	711.613494606808	671.015398899454	453.435828077931	786.404031635371	561.899532615629	669.585561933867	1095.64215968706	760.408045700791	497.88719133001	627.816957437119	795.43094456876	313.735436987071	585.309359356414	642.92908754055	682.794391066881	586.926530413803	617.027289959344	615.213610449846	722.082360620916	599.978912302706	520.422177837886	469.90078969232	610.958590215643	551.20040144951	586.497729931084	513.666656757427	581.084012125403	592.877140154323	317.251573974693	643.979333883703	569.237316070303	522.130351112644	664.362236258342	637.192086551764	589.310323705379	655.689462051716
CD8+ Tem	732.288961077386	474.083928754273	226.759820603547	633.702515491246	671.651872034392	753.801471136752	300.595182928555	642.02238104732	801.516070961828	488.736048767764	279.990186798515	417.225860784086	601.397954021414	433.49528448831	684.304917967139	233.422671767345	846.430383022681	436.455434391878	639.14318997192	300.905034843029	759.681376770292	470.600490889656	575.866898040532	442.558503976887	311.203151905738	387.86581842545	712.44621416015	476.958210343068	723.913948633173	580.925907163432	632.752856188571	650.398017367261	375.173003200431	596.84450726291	379.475531382579	558.536056254257	373.40403728685	446.183135524877	840.199525098729	797.258686063382	893.28035688467	1050.57662972517	679.7052708353	677.580068395689	503.135097064386	339.657054615388	547.812390555846	839.841300977998	927.907681890831	368.904662235467	869.641842526527	567.968692729079	336.623913265529	743.885858469361	935.184057122371	478.260843190497	480.216270053854	851.357168371162
CD8+ naive T-cells	700.18744661602	694.433861338075	536.081159865242	345.025863299726	324.598750247224	317.492416829992	456.274997964309	272.981523492482	367.694249610025	327.744668175664	665.533600601304	190.596167085962	249.470261596095	284.972915678408	652.21741908625	513.884918036055	287.193074146033	389.890231635931	475.956869994496	647.646488175877	597.423705423972	337.988241451506	469.152749301785	402.838371272576	686.971387204545	328.314105359997	515.316529839928	173.533174583858	418.958502031618	136.714472242542	307.803394377731	603.720881054828	298.144191541016	424.37630022769	489.123194000054	73.5096600009817	157.821413410648	372.980705645142	149.447951933042	188.870143147962	126.684646110555	413.604135944364	371.869949897324	144.107785394028	406.368360912707	490.934483024138	399.137455612102	311.13036475138	520.531718255987	620.099271473959	356.23543225457	215.237417483529	404.307574818658	424.823974056717	111.120175670714	336.524607857644	145.285714512231	224.548755329794
CLP	584.93457446919	1540.71664963425	874.437265603578	417.251581072535	505.07186050262	396.507185242287	809.628945528434	369.36590555428	836.387656061746	330.657063932923	1491.17083753002	605.399454053976	531.786910735363	818.617029614155	938.253890654487	692.899517297709	311.247516591555	839.863915474834	1064.85603853657	879.587342624089	977.942914575048	498.579565503299	847.052156746119	608.211062973231	966.644978264325	512.980199905391	583.380767810684	342.673709107893	352.272377131466	762.251842462094	543.54593147069	831.266183524912	515.627002234528	1042.62989874474	555.80665526985	168.277491344759	1084.02594980809	429.305584054498	30.67031964547	73.1009327654908	9.28330119612474	637.438679453793	631.076556681204	122.87644575978	892.879401709523	784.734336065585	348.448308858969	284.167987725823	784.564666718713	526.697858628796	488.419299306973	301.096739858232	630.090868393278	812.165893336972	351.626682612045	564.842768275982	718.238387537075	297.075589248259
CMP	768.515888308125	601.792838162647	640.713315711486	1175.36320944242	744.809117814753	789.18211645466	728.791880186154	934.871706306879	721.903492346487	680.050531543888	660.355651715778	512.335425158325	899.929004600285	593.374632168538	720.803059313799	866.110174736969	920.778043308968	645.313081424182	708.456634930303	828.610169722867	606.515447720621	668.50914062093	779.641869026406	905.433663573219	932.011110685065	781.652283204242	1041.77288547382	850.410698593976	873.976306227814	603.567780598983	869.276678583612	508.392702721083	1066.50464159381	329.304279250358	1077.37446164473	968.272600231054	1004.37942582131	1048.42090227663	969.263973605258	679.906566100613	1059.15459012774	691.803055820964	935.748657198419	983.867425439173	735.54754785419	995.842554173415	923.107595233984	1041.28406114335	730.655194808135	1050.14212103105	728.049964339762	855.712788721121	1007.6850907106	494.53587526891	555.250011197565	881.438313650757	757.114300278226	1076.35621203205
Chondrocytes	296.600911228931	454.197617089335	898.095597538298	337.607313019913	118.590782871763	153.889445777604	949.849871706528	256.204720153022	338.668197364784	814.071057896626	535.446878897446	709.845529964951	653.545676132723	289.718081938714	309.469177391678	769.455500997474	244.893847131201	289.148944495745	282.232583798486	360.867334467412	306.986121671517	568.372913636668	1488.50589510206	406.568433608541	902.224060688057	854.226718693354	367.867304826762	1000.60704427513	757.631394494084	772.846856370285	282.768180383052	346.074295909077	641.477464658928	535.207762934301	182.471520822581	132.634996986953	811.625222072755	668.934401719764	159.718131011982	323.004051728169	261.096654913711	1418.29537686835	1528.44343929006	563.689743011318	609.082147086294	1091.72034487876	320.593205272778	371.669298186771	293.036099760211	743.253150709512	445.548906729947	420.29197224671	1151.85769154167	138.195888105157	737.089765247402	970.701705882687	676.331855462728	977.089161409134
Class-switched memory B-cells	765.749230203293	594.487936122497	515.406466128631	764.220492463435	533.711506235189	531.090931430762	293.588333139448	832.74340325314	742.827533029294	674.759976779019	478.022121458274	676.580748446141	494.082714158062	763.398901185337	445.138561416989	474.177043380607	1174.5044669209	720.263302962961	463.551283746102	356.474109293005	402.768712264027	336.987404749196	415.615919394386	399.259291006511	302.210977500834	680.451466480167	664.899817360401	258.38510058465	899.986377585823	498.292183622515	785.507039518299	381.698803967126	478.150842435645	893.353488772211	791.42397533106	963.20732491677	528.077154037502	866.908017279439	535.420443598845	394.98488558801	584.278992794965	735.132219270704	204.919979102998	673.409526686421	381.258951288541	441.080955832905	495.150339105311	831.432572706975	469.424523661902	945.512232479027	1098.77062165629	892.958899780331	292.846822063597	501.958730152976	408.815483636442	410.436231913733	825.318978324684	1345.1443367466
DC	816.405131338252	1017.26985438757	1259.08724115857	655.143039290956	806.656282263739	801.712064763682	756.120792528924	698.085115408866	847.497504410702	681.099004676645	1123.78962349244	1177.37217040997	761.704095217464	1061.06593509764	697.501645059624	922.894007583988	667.059945174554	931.043568332781	747.101324031785	730.279766482201	779.702325014321	2247.18150820223	1859.54641688175	1244.46860457508	1107.94319226869	968.603103242958	872.367277331007	1164.10154767854	881.500333075272	670.371076314267	866.141377606932	952.243232833189	610.892452676251	1786.31951640911	827.924719065731	557.2612516782	977.378796087717	644.60095112699	528.917558041978	901.339656443323	718.32370539959	2020.5709012149	1263.24088490785	813.039710824902	350.585852098825	1211.68277097042	656.704537494971	1030.45147385386	404.776491480336	451.325475128684	564.009225757116	852.354126523118	1071.61753905611	706.635080563547	509.923346237001	780.326687256813	624.495616603567	724.767088318409
Endothelial cells	866.620624232109	749.123309960935	233.463236786582	559.458415621921	817.844614223558	1357.20029756619	364.169847414683	524.272327122776	1354.37460372818	475.504777692503	602.317030873702	514.968308219999	666.893711738702	539.593659899611	719.366068659751	409.117729237003	781.987670309451	530.333213815488	762.470213934288	176.293387013121	768.483788075912	1219.48713340801	508.283608334833	239.528167578626	607.318166967769	429.909051604617	765.312113665961	976.125624911316	315.623671023773	682.302194343747	430.428112743957	982.488508888094	1150.30720212523	1175.09213597048	405.883730919219	650.365424966108	226.63466969872	821.29081753734	1154.70840121093	1017.61689016581	829.05466369432	1242.73695333657	1489.28632278114	1115.25864517302	1094.16008410547	1161.63277246387	1245.74955540003	478.644447387956	1146.35946569894	884.487007537642	758.768041283435	975.719167506618	970.286353215355	1222.61940423959	1897.89877620998	911.974261541985	1597.77486207248	1340.62091562258
Eosinophils	850.251786216594	332.124139397734	482.194144572648	1036.5462715408	909.496019350205	1057.1396695578	849.135511240336	1138.98071388653	643.254550891458	708.267481077771	316.793292006273	793.473865243621	712.285725558309	660.206074205976	379.373242505119	511.291703586503	993.442250064218	635.271903353144	567.243596822653	483.641172001406	241.128929952073	855.041517735663	609.242960995361	502.41150152147	793.039248557302	513.129763081964	582.261564786725	718.366671063995	936.574985685937	618.079754046384	720.468148776658	479.81467247296	721.83127207273	539.266494478275	870.727117350957	922.952566419092	574.884559714928	765.170811737931	800.664106224036	1007.12063060022	967.08006417286	958.534306182831	978.531235091285	1242.05184607468	811.158883738432	1106.78883962201	973.885495490762	1184.8422355515	947.636239328651	1010.92199075615	1198.12972380779	1254.64894327113	738.131072318289	916.533440237458	1001.65778090187	837.064692476778	613.406655414757	1579.51032396382
Epithelial cells	557.694210083059	497.47222237741	449.675831095266	758.421329824	610.315610867057	729.539184879038	770.433014792517	827.411735299656	635.393772838874	824.913939507578	248.49975270191	539.703614881977	593.110711120818	790.399187213494	434.258293711141	418.373980332877	756.912718888656	624.595760373661	404.062485533523	598.057175353027	483.916771578449	958.754956531619	699.046109997337	412.685733324515	450.031552559713	503.553185861738	2395.46839312073	786.023945122901	1122.38773382823	607.469882102405	503.288182167531	424.164114334379	443.595170245921	1513.46748173849	709.683715643873	613.310744053962	324.655484137451	663.963067236161	531.375734253846	517.18425602631	702.737351546817	998.851811679576	669.227393321787	673.445694599591	1144.2228376982	712.413157850144	622.106596259291	879.256146571739	812.545248148126	830.124415228847	804.603075518261	494.633692775768	570.004021656499	559.025992636649	895.346404236634	638.348336081873	868.394508041776	1299.94901472292
Erythrocytes	1670.44216875706	1418.66393529699	948.753619855274	888.848665359492	822.697111158426	798.376238891607	1162.13120915037	1032.4839177619	1452.4605015442	423.148570382768	1585.02032472471	492.698850181236	1402.21739482403	798.202726974809	1939.89760941379	1184.97806321378	992.999311935476	1189.98855885838	1521.88640039999	1719.93081270967	1299.13219079515	1833.9055740461	1234.64881032602	900.536984127239	1663.68124750494	585.766754792811	1163.29842403264	1058.55423095662	242.057540570176	905.177987383563	689.635935002774	1142.83818364562	1338.22819920179	1012.74799158651	1409.23961797964	694.856751389033	1083.63779113956	1230.24400066568	973.80091094658	1227.97530706162	1029.75260592749	1102.58839793204	1074.66730893214	740.477292923081	1253.28444816241	933.395224416151	1116.5096178473	1041.4203690009	1248.25990466595	906.693297208511	550.288766621326	993.239562831821	1498.03856954164	911.98990291604	739.195249863688	892.000906093947	1248.66592830094	720.320513993569
Fibroblasts	343.047976341323	531.33673645839	742.01717766217	348.42223483703	447.353357698281	384.197151360345	819.273183147799	345.787513296499	573.347990480397	552.375897336762	635.058466916462	450.336240766569	732.726157333963	333.506544554413	716.273247536853	732.759552964174	372.306749497607	461.237569584827	546.910906147091	614.242487794482	566.020413899124	736.657573410604	1044.00760800095	510.731601933502	791.000826616384	731.271688027065	500.632182183654	760.12745163249	640.341881588574	825.829678264539	327.441560630759	528.967616102117	712.793485739295	786.500404350252	266.933196203629	197.224178300214	724.950180453696	639.753122395653	428.19471857293	393.302391150478	332.287761116215	952.965933668842	1086.40867393913	558.238313866365	883.59955419695	1161.05522965202	492.806605967013	510.159734110466	605.73213133141	961.581548408952	492.256410743121	549.063957335492	1224.21820296441	582.795163787335	690.535349109756	932.835549572896	737.915164222432	1022.5036783134
GMP	412.881783340569	775.417053279092	667.7636465544	454.917607634896	352.427562028921	352.080240530091	529.798728507651	409.937113753165	497.406549309657	473.451332079478	1182.50278483237	569.407537343739	439.353658020086	341.850962809051	677.497409375838	626.998647714893	334.48110701487	445.738552664341	604.279490676159	834.779777579912	594.781062978778	353.416619405689	616.114655686398	634.564664158562	685.010716691292	544.103365167317	520.086290006273	513.562188212002	601.737342066612	438.623396196602	383.818581109322	531.72275215725	794.600267873846	594.247645896715	425.950359514595	440.280472094751	1282.44374913301	609.955966889515	350.472584339497	444.531940121941	299.410770050143	287.573973627287	580.796262284144	307.24880992525	427.841977180769	612.907553531803	264.134915930334	240.500644521557	580.763609742605	448.307431894307	256.709823362573	380.914399891383	583.625114429961	402.78498810332	266.78673511047	481.024488348011	434.277077709601	254.860697189739
HSC	1065.65085329564	1148.14499071188	1797.83099630099	258.130616419894	906.444899510734	1067.10298762554	1759.08494829391	562.509483099915	1195.30365654521	1773.00732306924	885.324971634668	1555.87444675927	965.517036856591	852.026013377277	1346.8270527333	1670.3455806201	1060.89507747639	1334.80898687003	1712.88931618034	1230.29208295939	893.629727429898	462.983302878849	1837.54530420182	965.15592880027	1464.78210159769	1368.67358477189	1241.42300742577	1719.16556375638	1860.46703090674	1753.4338846209	380.691369990195	1508.34827132475	1910.3325500431	1996.20174650672	272.005200790216	438.528493736357	989.931299788599	1470.49337452578	890.677009076288	1190.59138929057	905.653354396101	1888.93020546961	1940.25686070032	1180.83139349635	1629.28299250246	1725.96435066712	752.722250456837	619.133774891629	1078.77585203124	1893.91387856657	689.890679639899	966.117539908667	1996.41112964043	976.207653616029	1371.26425736105	1499.33963527718	1762.48655615925	2548.09606766556
